Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Notes,ID,Currency conversion fee,Currency (Currency conversion fee)
Market buy,2022-05-18 14:34:38,XS2656471039,3STS,"GraniteShares 3x Short Tesla",48.6744000000,0.70,USD,1.04998,,"EUR",32.50,"EUR",,,,,,,,EOF1914743543,0.05,"EUR"
Market buy,2022-05-18 14:35:27,US61945C1036,MOS,"Mosaic",0.0502870000,64.09,USD,1.04980,,"EUR",3.07,"EUR",,,,,,,,EOF1914743673,,
Market buy,2022-05-18 14:35:27,CA67077M1086,NTR,"Nutrien",0.0431913000,104.03,USD,1.04981,,"EUR",4.29,"EUR",,,,,,,,EOF1914743676,0.01,"EUR"
Market buy,2022-05-18 14:35:28,US00202F1021,AMKBY,"AP Moller Maersk",0.3807470000,14.31,USD,1.04980,,"EUR",5.20,"EUR",,,,,,,,EOF1914743680,0.01,"EUR"
Market buy,2022-05-18 14:35:28,CA13321L1085,CCJ,"Cameco",0.1284550000,23.70,USD,1.04978,,"EUR",2.90,"EUR",,,,,,,,EOF1914743683,,
Market buy,2022-05-18 14:35:28,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",1.8857700000,4.53,USD,1.04981,,"EUR",8.14,"EUR",,,,,,,,EOF1914743686,0.01,"EUR"
Market buy,2022-05-18 14:35:28,US1252691001,CF,"CF Industries",0.0172174000,106.70,USD,1.04976,,"EUR",1.75,"EUR",,,,,,,,EOF1914743689,,
Market buy,2022-05-18 14:35:34,MHY8162K2046,SBLK,"Star Bulk Carriers",0.1257500000,31.39,USD,1.04981,,"EUR",3.77,"EUR",,,,,,,,EOF1914743702,0.01,"EUR"
Market buy,2022-05-18 14:35:37,CA2926717083,UUUU,"Energy Fuels",0.7021400000,6.16,USD,1.04980,,"EUR",4.13,"EUR",,,,,,,,EOF1914743709,0.01,"EUR"
Market buy,2022-05-18 14:35:37,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.0833070000,61.37,USD,1.04980,,"EUR",4.88,"EUR",,,,,,,,EOF1914743713,0.01,"EUR"
Market buy,2022-05-18 14:36:27,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",0.8206720000,15.33,USD,1.04981,,"EUR",12.00,"EUR",,,,,,,,EOF1914744057,0.02,"EUR"
Market buy,2022-05-18 14:36:42,XS2656471039,3STS,"GraniteShares 3x Short Tesla",3.9300000000,0.70,USD,1.05000,,"EUR",2.62,"EUR",,,,,,,,EOF1914744190,,
Market sell,2022-05-19 13:30:30,CA87971M1032,TU,"TELUS",1.7556250000,24.22,USD,1.05459,3.73,"EUR",40.26,"EUR",,,,,,,,EOF1915798963,0.06,"EUR"
Market buy,2022-05-19 13:31:42,KYG651631007,JOBY,"Joby Aviation",4.6195400000,5.47,USD,1.05462,,"EUR",24.00,"EUR",,,,,,,,EOF1915799441,0.04,"EUR"
Market buy,2022-05-19 13:32:05,XS2656471039,3STS,"GraniteShares 3x Short Tesla",20.1054000000,0.81,USD,1.05462,,"EUR",15.50,"EUR",,,,,,,,EOF1915799541,0.02,"EUR"
Market sell,2022-05-23 07:53:45,XS2656471039,3STS,"GraniteShares 3x Short Tesla",113.3521000000,0.86,USD,1.06025,23.94,"EUR",92.23,"EUR",,,,,,,,EOF1920116774,0.14,"EUR"
Dividend (Ordinary),2022-05-26 13:19:02,US6549022043,NOK,"Nokia",12.8633800000,0.01,USD,Not available,,,0.16,"EUR",0.09,USD,,,,,,,,
Market buy,2022-05-27 07:30:29,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",64.5977000000,0.80,USD,1.07415,,"EUR",48.00,"EUR",,,,,,,,EOF1924930011,0.07,"EUR"
Market buy,2022-05-27 09:43:57,XS2656471039,3STS,"GraniteShares 3x Short Tesla",70.3150000000,0.69,USD,1.07201,,"EUR",45.00,"EUR",,,,,,,,EOF1924936363,0.07,"EUR"
Dividend (Ordinary),2022-05-30 10:03:19,US8552441094,SBUX,"Starbucks",1.0000000000,0.42,USD,Not available,,,0.39,"EUR",0.07,USD,,,,,,,,
Dividend (Ordinary),2022-06-01 12:11:50,US1252691001,CF,"CF Industries",0.3729652000,0.34,USD,Not available,,,0.12,"EUR",0.02,USD,,,,,,,,
Dividend (Ordinary),2022-06-02 12:50:57,US4581401001,INTC,"Intel",0.5272150000,0.31,USD,Not available,,,0.15,"EUR",0.03,USD,,,,,,,,
Deposit,2022-06-08 06:34:27,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",a8dea4ec-6b79-4b51-b353-3e504468bb27,,
Market buy,2022-06-08 08:33:42,NL0000235190,AIR,"Airbus",0.0590041000,110.16,EUR,1.00000,,"EUR",6.50,"EUR",,,,,,,,EOF1938972481,,
Market buy,2022-06-08 08:33:44,XS2820605314,MSF2,"Leverage Shares 2x Microsoft",0.1351668000,129.44,USD,1.06878,,"EUR",16.39,"EUR",,,,,,,,EOF1938972484,0.02,"EUR"
Market buy,2022-06-08 08:33:49,XS2820604853,NVDE,"Leverage Shares 2x NVIDIA",0.2596010000,74.46,EUR,1.00000,,"EUR",19.33,"EUR",,,,,,,,EOF1938972493,,
Market buy,2022-06-08 08:33:49,IE00BF03XH11,AMZE,"Leverage Shares 2x Amazon",0.1868330000,43.30,EUR,1.00000,,"EUR",8.09,"EUR",,,,,,,,EOF1938972490,,
Market buy,2022-06-08 08:33:54,IE00BF01VY89,GOOE,"Leverage Shares 2x Alphabet",1.2340590000,55.37,EUR,1.00000,,"EUR",68.33,"EUR",,,,,,,,EOF1938972504,,
Market buy,2022-06-08 08:34:22,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.1039509000,241.46,USD,1.06853,,"EUR",23.53,"EUR",,,,,,,,EOF1938972545,0.04,"EUR"
Market buy,2022-06-08 08:34:23,JE00B2NFTL95,LBUL,"WisdomTree Gold 2x Leveraged",0.2386140000,58.26,USD,1.06853,,"EUR",13.03,"EUR",,,,,,,,EOF1938972548,0.02,"EUR"
Market buy,2022-06-08 08:34:24,JE00BDD9QB77,LNIK,"WisdomTree Nickel 2x Leveraged",0.1733730000,95.16,USD,1.06853,,"EUR",15.46,"EUR",,,,,,,,EOF1938972551,0.02,"EUR"
Market buy,2022-06-08 08:34:25,JE00B2NFTC05,LALU,"WisdomTree Aluminium 2x Leveraged",3.2374600000,3.66,USD,1.06853,,"EUR",11.10,"EUR",,,,,,,,EOF1938972555,0.02,"EUR"
Market buy,2022-06-08 08:34:27,IE00B7XD2195,3SIL,"WisdomTree Silver 3x Leveraged",2.9558200000,1.40,USD,1.06852,,"EUR",3.88,"EUR",,,,,,,,EOF1938972558,0.01,"EUR"
Market buy,2022-06-08 08:35:01,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.5492390000,38.54,USD,1.06853,,"EUR",19.84,"EUR",,,,,,,,EOF1938972595,0.03,"EUR"
Market buy,2022-06-08 08:35:02,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",3.9606700000,4.30,USD,1.06853,,"EUR",15.94,"EUR",,,,,,,,EOF1938972599,0.02,"EUR"
Market buy,2022-06-08 08:35:17,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",0.5254070000,42.20,USD,1.06853,,"EUR",20.78,"EUR",,,,,,,,EOF1938972635,0.03,"EUR"
Market sell,2022-06-08 08:38:17,XS2656471039,3STS,"GraniteShares 3x Short Tesla",70.3150000000,0.62,USD,1.06896,-3.95,"EUR",40.92,"EUR",,,,,,,,EOF1938972751,0.06,"EUR"
Market buy,2022-06-08 08:39:04,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",32.2894000000,0.66,USD,1.06876,,"EUR",20.00,"EUR",,,,,,,,EOF1938972797,0.03,"EUR"
Market buy,2022-06-08 08:39:37,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",1.6710300000,14.61,USD,1.06853,,"EUR",22.87,"EUR",,,,,,,,EOF1938972840,0.03,"EUR"
Market buy,2022-06-08 08:39:37,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",2.9645460000,14.61,USD,1.06853,,"EUR",40.58,"EUR",,,,,,,,EOF1938972843,0.06,"EUR"
Market buy,2022-06-08 12:36:24,US00202F1021,AMKBY,"AP Moller Maersk",0.4613750000,14.61,USD,1.07335,,"EUR",6.29,"EUR",,,,,,,,EOF1938982345,0.01,"EUR"
Market buy,2022-06-08 13:00:46,IE00BF03XP94,FB2E,"Leverage Shares 2x Facebook",3.5252500000,8.51,EUR,1.00000,,"EUR",30.00,"EUR",,,,,,,,EOF1938983933,,
Market buy,2022-06-08 13:19:32,CA4433003064,HEOFF,"H2O Innovation",13.1997600000,1.68,USD,1.07335,,"EUR",20.69,"EUR",,,,,,,,EOF1938984648,0.03,"EUR"
Market buy,2022-06-08 13:30:05,US40415F1012,HDB,"HDFC Bank",0.1568290000,58.39,USD,1.07353,,"EUR",8.54,"EUR",,,,,,,,EOF1938985492,0.01,"EUR"
Market buy,2022-06-08 13:30:06,US61945C1036,MOS,"Mosaic",0.2824520000,56.48,USD,1.07354,,"EUR",14.88,"EUR",,,,,,,,EOF1938985718,0.02,"EUR"
Market buy,2022-06-08 13:30:07,CA67077M1086,NTR,"Nutrien",0.2207440000,88.22,USD,1.07354,,"EUR",18.17,"EUR",,,,,,,,EOF1938986087,0.03,"EUR"
Market buy,2022-06-08 13:30:09,US5533681012,MP,"MP Materials",0.2765450000,41.77,USD,1.07353,,"EUR",10.78,"EUR",,,,,,,,EOF1938986907,0.02,"EUR"
Market buy,2022-06-08 13:30:09,CA13321L1085,CCJ,"Cameco",0.1812000000,27.49,USD,1.07353,,"EUR",4.65,"EUR",,,,,,,,EOF1938986977,0.01,"EUR"
Market buy,2022-06-08 13:30:09,MHY8162K2046,SBLK,"Star Bulk Carriers",0.2261360000,30.62,USD,1.07353,,"EUR",6.46,"EUR",,,,,,,,EOF1938986823,0.01,"EUR"
Market buy,2022-06-08 13:30:10,US1252691001,CF,"CF Industries",0.1878640000,90.46,USD,1.07354,,"EUR",15.85,"EUR",,,,,,,,EOF1938987545,0.02,"EUR"
Market buy,2022-06-08 13:30:10,US6549022043,NOK,"Nokia",1.4520700000,5.02,USD,1.07354,,"EUR",6.80,"EUR",,,,,,,,EOF1938987562,0.01,"EUR"
Market buy,2022-06-08 13:30:10,US4581401001,INTC,"Intel",1.1742660000,42.21,USD,1.07354,,"EUR",46.24,"EUR",,,,,,,,EOF1938987512,0.07,"EUR"
Market buy,2022-06-08 13:30:10,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.1033960000,62.92,USD,1.07354,,"EUR",6.07,"EUR",,,,,,,,EOF1938987388,0.01,"EUR"
Market buy,2022-06-08 13:30:10,CA2926717083,UUUU,"Energy Fuels",0.4040100000,7.44,USD,1.07351,,"EUR",2.80,"EUR",,,,,,,,EOF1938987025,,
Market buy,2022-06-08 13:30:11,CA13321L1085,CCJ,"Cameco",0.3063350000,27.51,USD,1.07353,,"EUR",7.86,"EUR",,,,,,,,EOF1938987917,0.01,"EUR"
Market buy,2022-06-08 13:30:11,US4592001014,IBM,"IBM",0.0987679000,142.28,USD,1.07354,,"EUR",13.11,"EUR",,,,,,,,EOF1938987760,0.02,"EUR"
Market buy,2022-06-08 13:31:09,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.0774120000,64.07,USD,1.07354,,"EUR",4.63,"EUR",,,,,,,,EOF1938988776,0.01,"EUR"
Dividend (Ordinary),2022-06-09 12:43:56,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.5079780000,2.14,USD,Not available,,,1.01,"EUR",0.36,USD,,,,,,,,
Dividend (Ordinary),2022-06-13 11:19:33,US4592001014,IBM,"IBM",0.2000000000,1.40,USD,Not available,,,0.27,"EUR",0.05,USD,,,,,,,,
Dividend (Ordinary),2022-06-14 11:46:54,US88579Y1010,MMM,"3M",0.1908398000,1.27,USD,Not available,,,0.23,"EUR",0.04,USD,,,,,,,,
Dividend (Ordinary),2022-06-17 07:30:17,MHY8162K2046,SBLK,"Star Bulk Carriers",0.8277150000,1.65,USD,Not available,,,1.30,"EUR",0.00,USD,,,,,,,,
Dividend (Ordinary),2022-06-17 09:16:26,US61945C1036,MOS,"Mosaic",0.6489990000,0.13,USD,Not available,,,0.08,"EUR",0.01,USD,,,,,,,,
Dividend (Bonus),2022-06-20 07:42:42,US09075V1026,BNTX,"BioNTech",0.4441225000,1.57,USD,Not available,,,0.66,"EUR",0.25,USD,,,,,,,,
Market sell,2022-06-23 17:57:49,BMG162581083,BEP,"Brookfield Renewable Partners",4.2050000000,33.77,USD,1.05086,3.40,"EUR",134.93,"EUR",,,,,,,,EOF1956907260,0.20,"EUR"
Market buy,2022-06-23 18:31:14,US00724F1012,ADBE,"Adobe",0.0030884000,374.36,USD,1.05106,,"EUR",1.10,"EUR",,,,,,,,EOF1956908847,,
Market buy,2022-06-23 18:31:15,BMG162521014,BIP,"Brookfield Infrastructure Partners",1.7928140000,36.52,USD,1.05110,,"EUR",62.38,"EUR",,,,,,,,EOF1956908850,0.09,"EUR"
Market buy,2022-06-24 07:02:52,IE00BF03XH11,AMZE,"Leverage Shares 2x Amazon",0.8225650000,37.93,EUR,1.00000,,"EUR",31.20,"EUR",,,,,,,,EOF1956917950,,
Market buy,2022-06-24 07:02:52,XS2820604853,NVDE,"Leverage Shares 2x NVIDIA",0.7716400000,57.41,EUR,1.00000,,"EUR",44.30,"EUR",,,,,,,,EOF1956917954,,
Dividend (Ordinary),2022-07-01 18:09:09,BMG162581083,BEP,"Brookfield Renewable Partners",5.1634090000,0.26,USD,Not available,,,1.28,"EUR",0.24,USD,,,,,,,,
Dividend (Bonus),2022-07-01 18:14:11,BMG162521014,BIP,"Brookfield Infrastructure Partners",2.5474690000,0.11,USD,Not available,,,0.28,"EUR",0.05,USD,,,,,,,,
Dividend (Ordinary),2022-07-01 18:14:40,BMG162521014,BIP,"Brookfield Infrastructure Partners",2.5474690000,0.38,USD,Not available,,,0.92,"EUR",0.00,USD,,,,,,,,
Dividend (Ordinary),2022-07-04 08:30:04,US0126531013,ALB,"Albemarle",0.4668160000,0.34,USD,Not available,,,0.15,"EUR",0.03,USD,,,,,,,,
Dividend (Return of capital non us),2022-07-06 15:35:33,BMG162521014,BIP,"Brookfield Infrastructure Partners",2.5474690000,0.02,USD,Not available,,,0.05,"EUR",0.02,USD,,,,,,,,
Dividend (Bonus),2022-07-06 16:11:39,BMG162581083,BEP,"Brookfield Renewable Partners",5.1634090000,0.02,USD,Not available,,,0.08,"EUR",0.00,USD,,,,,,,,
Deposit,2022-07-08 06:29:38,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",0c64d4b3-b3d8-4376-96c3-77b16e41d0d1,,
Market buy,2022-07-08 14:50:50,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",29.3719100000,6.92,USD,1.01705,,"EUR",200.00,"EUR",,,,,,,,EOF1972717324,0.30,"EUR"
Market buy,2022-07-08 14:52:17,JE00B2NFTC05,LALU,"WisdomTree Aluminium 2x Leveraged",2.6754900000,2.73,USD,1.01728,,"EUR",7.19,"EUR",,,,,,,,EOF1972717573,0.01,"EUR"
Market buy,2022-07-08 14:52:17,JE00B2NFTL95,LBUL,"WisdomTree Gold 2x Leveraged",0.2151340000,51.92,USD,1.01728,,"EUR",11.00,"EUR",,,,,,,,EOF1972717585,0.02,"EUR"
Market buy,2022-07-08 14:52:17,CA13321L1085,CCJ,"Cameco",0.3454000000,22.59,USD,1.01728,,"EUR",7.68,"EUR",,,,,,,,EOF1972717563,0.01,"EUR"
Market buy,2022-07-08 14:52:18,JE00B2NFTF36,LCOP,"WisdomTree Copper 2x Leveraged",2.1355600000,6.95,USD,1.01728,,"EUR",14.61,"EUR",,,,,,,,EOF1972717588,0.02,"EUR"
Market buy,2022-07-08 14:52:19,US5533681012,MP,"MP Materials",0.6131500000,32.22,USD,1.01728,,"EUR",19.45,"EUR",,,,,,,,EOF1972717604,0.03,"EUR"
Market buy,2022-07-08 14:52:19,US0126531013,ALB,"Albemarle",0.0187904000,207.35,USD,1.01728,,"EUR",3.84,"EUR",,,,,,,,EOF1972717613,0.01,"EUR"
Market buy,2022-07-08 14:52:21,IE00B7XD2195,3SIL,"WisdomTree Silver 3x Leveraged",34.7165000000,0.92,USD,1.01728,,"EUR",31.31,"EUR",,,,,,,,EOF1972717622,0.05,"EUR"
Market buy,2022-07-08 14:52:34,JE00BDD9QB77,LNIK,"WisdomTree Nickel 2x Leveraged",0.5314650000,51.93,USD,1.01728,,"EUR",27.17,"EUR",,,,,,,,EOF1972717670,0.04,"EUR"
Market buy,2022-07-08 14:52:37,US61945C1036,MOS,"Mosaic",0.2037490000,45.55,USD,1.01762,,"EUR",9.13,"EUR",,,,,,,,EOF1972717716,0.01,"EUR"
Market buy,2022-07-08 14:52:37,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.1856260000,24.62,USD,1.01763,,"EUR",4.50,"EUR",,,,,,,,EOF1972717701,0.01,"EUR"
Market buy,2022-07-08 14:52:37,CA2926717083,UUUU,"Energy Fuels",2.2306800000,5.52,USD,1.01763,,"EUR",12.12,"EUR",,,,,,,,EOF1972717710,0.02,"EUR"
Market buy,2022-07-08 14:52:37,CA67077M1086,NTR,"Nutrien",0.0940500000,76.39,USD,1.01763,,"EUR",7.07,"EUR",,,,,,,,EOF1972717713,0.01,"EUR"
Market buy,2022-07-08 14:52:38,CA13321L1085,CCJ,"Cameco",0.2794190000,22.58,USD,1.01762,,"EUR",6.21,"EUR",,,,,,,,EOF1972717721,0.01,"EUR"
Market buy,2022-07-08 14:52:38,MHY8162K2046,SBLK,"Star Bulk Carriers",1.2157110000,22.76,USD,1.01763,,"EUR",27.23,"EUR",,,,,,,,EOF1972717734,0.04,"EUR"
Market buy,2022-07-08 14:52:38,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.5521820000,45.41,USD,1.01763,,"EUR",24.68,"EUR",,,,,,,,EOF1972717737,0.04,"EUR"
Market buy,2022-07-08 14:52:38,US00202F1021,AMKBY,"AP Moller Maersk",1.6433550000,12.10,USD,1.01763,,"EUR",19.57,"EUR",,,,,,,,EOF1972717731,0.03,"EUR"
Market buy,2022-07-08 14:52:39,US1252691001,CF,"CF Industries",0.0327600000,84.80,USD,1.01760,,"EUR",2.73,"EUR",,,,,,,,EOF1972717741,,
Market buy,2022-07-08 14:54:15,CA4433003064,HEOFF,"H2O Innovation",5.1860100000,1.43,USD,1.01728,,"EUR",7.30,"EUR",,,,,,,,EOF1972717947,0.01,"EUR"
Market buy,2022-07-08 14:56:11,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",3.6066960000,11.04,USD,1.01763,,"EUR",39.17,"EUR",,,,,,,,EOF1972718324,0.06,"EUR"
Market buy,2022-07-08 14:56:11,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",1.8778520000,11.04,USD,1.01728,,"EUR",20.40,"EUR",,,,,,,,EOF1972718321,0.03,"EUR"
Limit sell,2022-07-14 14:34:56,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",90.0000000000,1.18,USD,0.99840,-3.24,"EUR",106.39,"EUR",,,,,,,,EOF1978812954,0.16,"EUR"
Dividend (Ordinary),2022-07-15 07:40:55,US8740391003,TSM,"Taiwan Semiconductor Manufacturing",1.5869874000,0.36,USD,Not available,,,0.58,"EUR",0.15,USD,,,,,,,,
Market buy,2022-07-18 09:27:21,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",24.1895900000,2.07,EUR,1.00000,,"EUR",50.00,"EUR",,,,,,,,EOF1980856281,,
Dividend (Ordinary),2022-07-18 12:11:20,CA67077M1086,NTR,"Nutrien",0.6699084000,0.41,USD,Not available,,,0.27,"EUR",0.05,USD,,,,,,,,
Market buy,2022-07-19 14:40:44,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",62.8554000000,0.88,USD,1.02349,,"EUR",54.00,"EUR",,,,,,,,EOF1982852990,0.08,"EUR"
Market buy,2022-07-19 14:40:58,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",2.6256000000,0.88,USD,1.02340,,"EUR",2.25,"EUR",,,,,,,,EOF1982853011,,
Market sell,2022-07-22 13:51:00,US8552441094,SBUX,"Starbucks",1.0000000000,84.31,USD,1.02342,1.70,"EUR",82.26,"EUR",,,,,,,,EOF1985983489,0.12,"EUR"
Market buy,2022-07-22 13:51:27,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",30.0000000000,1.98,EUR,1.00000,,"EUR",59.34,"EUR",,,,,,,,EOF1985983566,,
Market buy,2022-07-22 13:52:45,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",2.0000000000,6.26,USD,1.02244,,"EUR",12.27,"EUR",,,,,,,,EOF1985983747,0.02,"EUR"
Limit sell,2022-07-22 13:55:49,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",194.0000000000,2.13,EUR,1.00000,-116.38,"EUR",414.00,"EUR",,,,,,,,EOF1985984181,,
Market buy,2022-07-22 13:57:48,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",20.0000000000,6.30,USD,1.02397,,"EUR",123.23,"EUR",,,,,,,,EOF1985984451,0.18,"EUR"
Dividend (Ordinary),2022-07-25 06:28:03,US7766961061,ROP,"Roper Technologies",0.0257111000,0.53,USD,Not available,,,0.01,"EUR",0.00,USD,,,,,,,,
Limit buy,2022-07-28 13:30:52,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",20.0000000000,0.74,EUR,1.00000,,"EUR",14.79,"EUR",,,,,,,,EOF1992373962,,
Limit buy,2022-07-28 13:32:25,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",20.0000000000,0.73,EUR,1.00000,,"EUR",14.59,"EUR",,,,,,,,EOF1992374596,,
Deposit,2022-07-28 14:06:50,,,,,,,,,,0.06,"EUR",,,,,,,"Brookfield Infrastructure Partners L.P. Bonus Dividend Tax Correction Ex Date 2022-05-27",38016c87-b7a6-4ec6-9208-58d4181b265d,,
Limit buy,2022-07-29 07:07:00,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",20.0000000000,0.72,EUR,1.00000,,"EUR",14.40,"EUR",,,,,,,,EOF1993478698,,
Market buy,2022-07-29 14:13:59,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",12.0000000000,5.74,USD,1.01579,,"EUR",67.85,"EUR",,,,,,,,EOF1994469308,0.10,"EUR"
Market buy,2022-07-29 14:14:23,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",10.0000000000,1.92,EUR,1.00000,,"EUR",19.24,"EUR",,,,,,,,EOF1994469376,,
Dividend (Ordinary),2022-08-02 15:08:11,US40415F1012,HDB,"HDFC Bank",0.4234140000,0.51,USD,Not available,,,0.21,"EUR",0.03,USD,,,,,,,,
Market buy,2022-08-03 13:45:58,US6516391066,NEM,"Newmont",1.9000000000,44.68,USD,1.01667,,"EUR",83.63,"EUR",,,,,,,,EOF2000289898,0.13,"EUR"
Market buy,2022-08-03 13:46:12,US6516391066,NEM,"Newmont",0.1000000000,44.68,USD,1.01545,,"EUR",4.41,"EUR",,,,,,,,EOF2000289946,0.01,"EUR"
Market sell,2022-08-03 18:00:49,US60770K1079,MRNA,"Moderna",0.2943240000,186.38,USD,1.01585,12.54,"EUR",53.92,"EUR",,,,,,,,EOF2001225387,0.08,"EUR"
Market sell,2022-08-03 18:03:29,CA1366351098,CSIQ,"Canadian Solar",4.0064340000,36.43,USD,1.01597,24.67,"EUR",143.44,"EUR",,,,,,,,EOF2001225564,0.22,"EUR"
Market sell,2022-08-03 18:03:38,US34959E1091,FTNT,"Fortinet",0.7174375000,62.82,USD,1.01599,4.53,"EUR",44.29,"EUR",,,,,,,,EOF2001225571,0.07,"EUR"
Market sell,2022-08-03 18:03:47,KYG651631007,JOBY,"Joby Aviation",4.6195400000,6.16,USD,1.01593,4.05,"EUR",27.97,"EUR",,,,,,,,EOF2001225592,0.04,"EUR"
Market sell,2022-08-03 18:04:07,US09075V1026,BNTX,"BioNTech",0.4441225000,175.83,USD,1.01600,5.27,"EUR",76.74,"EUR",,,,,,,,EOF2001225616,0.12,"EUR"
Market sell,2022-08-03 18:04:44,BMG162581083,BEP,"Brookfield Renewable Partners",0.9584090000,37.98,USD,1.01591,5.81,"EUR",35.78,"EUR",,,,,,,,EOF2001225758,0.05,"EUR"
Market buy,2022-08-04 10:46:48,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",14.0000000000,5.48,USD,1.01939,,"EUR",75.37,"EUR",,,,,,,,EOF2001252273,0.11,"EUR"
Market buy,2022-08-04 10:47:00,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",80.0000000000,1.85,EUR,1.00000,,"EUR",147.92,"EUR",,,,,,,,EOF2001252283,,
Market buy,2022-08-04 10:47:51,XS2706221277,2STE,"Leverage Shares -2x Short Tesla",60.0000000000,0.59,EUR,1.00000,,"EUR",35.39,"EUR",,,,,,,,EOF2001252313,,
Market sell,2022-08-04 13:30:03,US88579Y1010,MMM,"3M",0.1908398000,143.49,USD,1.01835,-1.98,"EUR",26.85,"EUR",,,,,,,,EOF2002360219,0.04,"EUR"
Market sell,2022-08-04 18:45:06,BMG162521014,BIP,"Brookfield Infrastructure Partners",4.0000000000,40.89,USD,1.02461,19.32,"EUR",159.39,"EUR",,,,,,,,EOF2003414011,0.24,"EUR"
Market sell,2022-08-04 19:03:04,US00202F1021,AMKBY,"AP Moller Maersk",3.0000000000,15.15,USD,1.02480,6.49,"EUR",44.28,"EUR",,,,,,,,EOF2003415042,0.07,"EUR"
Deposit,2022-08-09 06:27:39,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",d2cba4bc-1912-4cbf-a705-56c7e6a4f3fd,,
Market buy,2022-08-09 15:50:08,CA13321L1085,CCJ,"Cameco",0.1091700000,25.20,USD,1.02270,,"EUR",2.69,"EUR",,,,,,,,EOF2009406083,,
Market buy,2022-08-09 15:50:52,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.1109330000,51.72,USD,1.02271,,"EUR",5.62,"EUR",,,,,,,,EOF2009406185,0.01,"EUR"
Market buy,2022-08-09 15:50:52,CA2926717083,UUUU,"Energy Fuels",0.8363700000,6.86,USD,1.02272,,"EUR",5.62,"EUR",,,,,,,,EOF2009406181,0.01,"EUR"
Market buy,2022-08-09 15:50:52,CA13321L1085,CCJ,"Cameco",0.1996660000,25.15,USD,1.02272,,"EUR",4.92,"EUR",,,,,,,,EOF2009406191,0.01,"EUR"
Market buy,2022-08-09 15:50:52,CA67077M1086,NTR,"Nutrien",0.0732250000,88.13,USD,1.02271,,"EUR",6.32,"EUR",,,,,,,,EOF2009406188,0.01,"EUR"
Market buy,2022-08-09 15:50:54,MHY8162K2046,SBLK,"Star Bulk Carriers",0.2209270000,25.97,USD,1.02272,,"EUR",5.62,"EUR",,,,,,,,EOF2009406194,0.01,"EUR"
Market buy,2022-08-09 15:50:55,US61945C1036,MOS,"Mosaic",0.1066440000,53.80,USD,1.02271,,"EUR",5.62,"EUR",,,,,,,,EOF2009406197,0.01,"EUR"
Market buy,2022-08-09 15:50:57,US1252691001,CF,"CF Industries",0.0565438000,101.47,USD,1.02272,,"EUR",5.62,"EUR",,,,,,,,EOF2009406200,0.01,"EUR"
